"Id","PersonId","CompanyId","CompanyType","Title","Location","Position","PositionLevel","DateStart","DateEnd"
"7468041a-5a04-4dc8-9def-0da86bdf667c","18c54bec-1562-4553-8376-82bc83b6ebfc","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Strategy Associate","","","","",""
"fe535bfd-e2db-4f3e-9c36-0dc2826bfe36","04f0560e-1b85-4a87-8fef-55eacb3dfd8a","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Business Development Associate","","","","",""
"4ad075c7-2d59-479b-9905-0de5659123fb","553869e6-bfde-4c24-a1be-f9e0357edfb2","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","","","","","",""
"c1689413-153c-4957-9894-0e08ea437226","2cec489f-a244-4b96-abbe-d64baec7c27d","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Associé en Investissement","","","","",""
"6894aacb-527b-40a9-b931-0e11ace930b9","960f21a6-ef2d-4727-931e-ab17f489e67c","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","","","","","",""
"79118aa9-89f2-435b-aada-0e3dea9e53de","359598ba-f398-404e-8215-186772bf3c7f","43f5e606-a930-4143-b44a-0974509f6677","Fund","Operating Partner","","","","",""
"755125cd-cc70-4a29-9c64-0e46da0c076f","306c39c0-132a-4f53-8f20-d9fbfed75d47","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Business Development Associate","","","","",""
"d139b8ab-c9a7-4c0b-b635-0e4bafd3b722","75601bb5-de01-4cfd-9694-a760c09ad7b2","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Founders Support Associate","","","","",""
"2acb833e-5a4c-444e-a7a8-0e7d4acf16ee","9881a14d-1193-4712-8ed0-ed5d2523f4c3","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Associé en Investissement","","","","",""
"3f406980-b521-4d84-8778-0eba426f4eec","eee4f744-165f-47d8-9837-7cb26fa73778","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","QC Investment Associate","","","","",""
"0aac874f-4f9c-4058-877f-0ec3f6414b04","ccb289bf-b25f-4723-bb18-f27f5e911020","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Investment Associate","","","","",""
"34b18f69-66b2-48d8-967a-0ecb1dc77291","166e4d49-ecf8-4b20-9951-01e1063d8d3a","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Associé en Investissement","","","","",""
"a4a6b0af-2b3d-4260-9eb0-0ee7d6b493b6","a6a5d043-b9bb-40b3-aac6-0da0c1c9bc41","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Investment Associate","","","","",""
"60cd12a8-fa78-4d6e-8519-0ee9aeac6e38","d70bded9-cd12-49d6-b96f-9df94bf6618f","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","ON Investment Associate","","","","",""
"321f5fe4-f0ee-444b-a258-0ef432203aab","8a9cf3fd-0483-40a1-8202-404f02931ec8","43f5e606-a930-4143-b44a-0974509f6677","Fund","Controller","","","","",""
"b2ff1bc0-8474-4bd7-b535-0f26ca9aecd6","7970809f-4e4c-44ce-8898-1df814079027","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","QC Investment Associate","","","","",""
"05b18836-b49f-4f6c-917f-0f3bcdb57903","0418f533-6b0a-4715-9a9a-6f2a4f68df93","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","","","","","",""
"c015a994-5ca6-4a66-8a89-0f4bf35fdeba","7ac5d1e3-6bd0-49c8-aa04-2a14bbe94e39","a568d0ff-af47-400d-894e-55ffc135f779","Startup","Senior Scientist","Thousand Oaks, CA","","","3/1/2009 12:00:00 AM","1/1/2012 12:00:00 AM"
"7c7b7a0f-66dd-4982-9de7-0f6334e3d7f3","4f35691a-e036-40d3-bcff-f8d63d30b174","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Associé en Investissement","","","","",""
"e32d015a-85df-4861-a32e-0f8bb7c7ad7f","2be1472a-c642-4949-8a40-cd1797f4154c","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Director of Business Operations team","","Director","Director","",""
"4f479d53-c742-4df2-8835-0f8c75291654","c781bfb7-8039-4168-a24c-b3831047a28d","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","","","","","",""
"55974704-1bd7-4142-ba5d-0f9b186683d3","ef8534ab-4574-4bb3-8eb1-9f52535bd58e","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Director of Legal Affairs","","Director","Director","",""
"27aed065-a069-496d-a09e-0fe01bce8a87","9a9b4106-ed0a-4760-883c-b6e5146e7342","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Content Associate","","","","",""
"c1430f07-90a7-4989-9afd-0fe5abfea40e","ab9a6ed2-43af-437c-a548-c87bd6b5eefb","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Associé en Investissement","","","","",""
"9e8ac4bc-fc3e-4a66-8c31-0feebca77d8f","e2162cdd-b900-46d4-89c0-61a7fd1b31d6","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","","","","","",""
"1ac19590-4ce5-43f2-bef4-100eb19aa494","3c9360b4-4846-4d47-93e2-cc25b230e9a1","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","","","","","",""
"bf5a2457-c6c6-42b4-b391-1020b5882b4f","13cfee96-8586-46d2-83cb-c3e0bdb56548","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","","","","","",""
"1c73810e-b115-45e6-adfb-1028abb75949","4a6dc15c-9e2e-44d7-8c31-6e7ad4e91fff","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Investment Associate","","","","",""
"b353905a-9b09-4e60-905e-108a767927ab","ce94e0a0-b862-4460-9d09-bf00e3478db4","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Director of ON Investment Team","","Director","Director","",""
"117f358f-b569-41e7-a936-10994e0c8a41","9881a14d-1193-4712-8ed0-ed5d2523f4c3","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Associé en Investissement","","","","",""
"d5066929-195b-48de-8f88-109e65521146","960bb885-2abf-464e-9821-102c35552b44","b7d64b96-c13e-4f5b-b987-17fd1e41f803","Startup","","","","","",""
"5eb38d13-c388-4708-9541-11311cebdea9","2cdc1d40-566b-463e-a9c3-df2fb058775f","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","","","","","",""
"f25c8e0e-1cf6-4170-a16c-1154028de46b","57792888-17d2-4508-b1ea-a060e05e4d6d","c7c0c7d4-7116-4c64-b1ef-018471e84cf3","Fund","Director of Portfolio Support Team","","Director","Director","",""
"bdbaabdc-a201-46fc-bf57-1165b0bd9862","1635ae5a-186e-4ed8-8394-8b444fd778b6","43f5e606-a930-4143-b44a-0974509f6677","Fund","Operating Partner","","","","",""
