"FundId","NewsId","CreatedTimeStamp"
"3d3067ce-e9a7-444b-b3f7-001ff4f40572","c827439a-6601-4073-afb2-9d70625c66d9","5/17/2021 9:57:25 AM"
"3d3067ce-e9a7-444b-b3f7-001ff4f40572","615e2e97-4649-4228-b88e-30ee04b55bb5","5/17/2021 4:33:18 PM"
"3d3067ce-e9a7-444b-b3f7-001ff4f40572","b4beb447-4d35-4387-bdd6-a19f40e52f9b","12/5/2021 3:02:39 PM"
"c7c0c7d4-7116-4c64-b1ef-018471e84cf3","8d7d7796-7817-4e7c-9924-1756c7731e69","5/17/2021 9:08:41 PM"
"c7c0c7d4-7116-4c64-b1ef-018471e84cf3","18eafa5b-47b2-4a4e-9238-a1b67e2352fb","5/17/2021 9:10:19 PM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","c7977114-887c-41b4-9960-a8889442fc20","4/19/2024 12:15:16 PM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","fa59ae36-9e28-42ef-8895-31d3881ca03f","9/11/2023 10:07:18 PM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","5fd3e093-5dde-438a-985e-8e3706314d9e","6/26/2023 10:14:06 AM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","fe025e64-cbd7-4f74-86fe-b08bb33de38d","6/26/2023 12:09:47 PM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","91c84ca3-0e8c-4367-b57c-0dcfac745f72","6/7/2023 2:36:38 AM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","e2ba67b0-fecc-4480-a7c3-52d5246ceff9","4/27/2023 6:16:30 PM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","6211c1ac-9d81-4794-9193-4ad1ecfe2116","10/13/2022 11:07:36 PM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","b725af0c-8507-4d2a-a3ad-f623576d8053","2/17/2023 7:53:39 AM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","a8fe156c-f2f4-4186-a765-220cca61e9bd","2/17/2023 7:54:51 AM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","a53e3c9e-4310-4261-b1c9-a37933ffbfef","2/17/2023 7:54:51 AM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","3777b8b2-5db6-4f7a-bc5f-1a29fdec8db8","6/28/2021 9:49:24 PM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","d9a53cd7-43cb-4084-9071-39c385771a99","6/23/2021 7:47:40 PM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","744ae67c-4428-4f9a-9bfa-47737ca54bf0","6/16/2021 10:17:48 AM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","8266fccc-77f9-4287-babb-b3f7f2372efd","5/17/2021 1:06:47 PM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","d1902cb9-4f00-4541-bf88-6b984bceff9f","5/17/2021 12:34:35 PM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","657e69ae-f869-452c-8ab6-cd6cc164494a","7/3/2022 12:55:26 PM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","e4240724-82db-452b-a44a-bf6a57dc7539","7/3/2022 12:55:26 PM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","f41d5d46-251b-49eb-a044-0b051de9ff2a","7/6/2022 4:57:05 PM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","4db5ad0d-b48c-46ab-ac06-3f911cc766c7","7/3/2022 1:07:26 PM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","83b491fd-8f16-41c3-ad2f-dc5094c980fc","7/3/2022 1:01:00 PM"
"4b30c0b2-0b74-4ce3-8685-01b517c7f3d5","ac8c6e6f-3360-4e96-818b-19fd2739a51d","7/3/2022 12:58:38 PM"
"cfe7b200-d8e5-4ba9-89e2-01bba0fdf1ac","6b052ed0-7d45-42b1-b9f7-16e06028388d","5/6/2024 9:54:47 AM"
"947f9cbb-2ba2-445e-b142-022fc3dd5cf1","8342663e-664d-49ec-a40e-29904494777e","5/16/2021 8:43:51 PM"
"947f9cbb-2ba2-445e-b142-022fc3dd5cf1","c9bb8f54-06a0-43ee-9e6f-d72d7eec365d","5/16/2021 8:32:49 PM"
"947f9cbb-2ba2-445e-b142-022fc3dd5cf1","aaabdac0-15e6-496f-9673-f8379dd410f5","5/16/2021 8:42:21 PM"
"947f9cbb-2ba2-445e-b142-022fc3dd5cf1","1a1b3d02-deff-4e5d-884f-0c1279cfb22d","5/16/2021 8:41:30 PM"
"947f9cbb-2ba2-445e-b142-022fc3dd5cf1","f5dfd8e9-c733-416d-aca5-3cfe5e964731","5/16/2021 8:35:58 PM"
"b69f72c2-b30a-45a0-b301-037212478fb5","1d86796f-4984-40fd-a7e8-b3569f488658","7/4/2023 12:58:54 AM"
"b69f72c2-b30a-45a0-b301-037212478fb5","7648da48-e8a8-458b-86ba-3801768f888d","6/23/2023 10:50:03 PM"
"b69f72c2-b30a-45a0-b301-037212478fb5","aeb6a25d-e6e1-4cab-a579-b6f0e9103a33","6/9/2023 11:26:38 AM"
"b69f72c2-b30a-45a0-b301-037212478fb5","20f7f627-a96e-4a96-8d62-52ae3e3b7f7b","4/20/2023 4:58:21 PM"
"b69f72c2-b30a-45a0-b301-037212478fb5","ec46fe03-6dc6-4ead-b90a-4e70c3ec6f3c","3/31/2023 8:22:02 AM"
"b69f72c2-b30a-45a0-b301-037212478fb5","42a1e847-5b85-4be2-8d93-7c6fdaf3b3a5","3/31/2023 8:42:05 AM"
"b69f72c2-b30a-45a0-b301-037212478fb5","3161ace4-1c39-42e5-a511-ac9aaea050b5","3/22/2023 9:55:44 AM"
"b69f72c2-b30a-45a0-b301-037212478fb5","ee92d43d-4073-415e-843b-2d04d1c30523","3/15/2023 8:50:35 AM"
"b69f72c2-b30a-45a0-b301-037212478fb5","722ed829-9418-4661-ad2e-10b4e2ee58e7","2/7/2023 8:52:58 PM"
"b69f72c2-b30a-45a0-b301-037212478fb5","2c6df726-4d51-45b8-bc50-93d75f3436e9","1/20/2023 2:06:36 AM"
"b69f72c2-b30a-45a0-b301-037212478fb5","03b30401-3734-4bf7-a41a-2f33460f2773","12/9/2022 5:58:33 PM"
"b69f72c2-b30a-45a0-b301-037212478fb5","b3cf7144-193a-4ae4-ad36-d258ad7e51be","2/17/2023 7:54:51 AM"
"b69f72c2-b30a-45a0-b301-037212478fb5","776729e7-4ef7-4736-95d3-4c978e684c9b","2/17/2023 7:55:48 AM"
"b69f72c2-b30a-45a0-b301-037212478fb5","c586c437-a394-467b-a7a2-9f9395e33633","5/16/2021 9:58:45 PM"
"b69f72c2-b30a-45a0-b301-037212478fb5","b3ed8ab0-ff85-4cb9-a466-392771559ec9","5/16/2021 9:58:32 PM"
"b69f72c2-b30a-45a0-b301-037212478fb5","ea4806bc-970f-491c-8dfd-e66f89e0b16c","7/3/2022 1:01:00 PM"
"b69f72c2-b30a-45a0-b301-037212478fb5","40f58670-fa64-4c70-b766-bce0e5f2302f","7/3/2022 1:01:00 PM"
"b69f72c2-b30a-45a0-b301-037212478fb5","de82eacc-0224-4c7b-bdba-3a1abc7442dc","7/3/2022 1:04:46 PM"
"5fc3739a-d25e-4be0-9c58-041daad942bd","7414524f-f3a6-453e-a14f-7558519b2300","10/28/2021 7:02:15 AM"
"5fc3739a-d25e-4be0-9c58-041daad942bd","deb6049d-34b7-48a4-93a2-02c0b0804cd3","5/18/2021 8:38:20 AM"
"5fc3739a-d25e-4be0-9c58-041daad942bd","620be73c-2a60-4dc1-bf88-511b914c6b8c","10/28/2021 7:02:15 AM"
"df30fba0-46b5-4174-b9fe-0433615f1c4e","dbde6730-9b6c-4422-be01-a83807b6723d","5/17/2021 3:42:31 PM"
"09fb79aa-1010-4a9b-8854-0436c980aa2e","ea24a516-f83f-4826-b04c-f69a6ffff0b8","5/16/2021 8:39:14 PM"
"bd6da834-6206-43f6-8cb4-04438d21ba12","3cbe018c-0b02-4455-8fd6-440632d0038a","12/7/2021 5:16:01 AM"
"bd6da834-6206-43f6-8cb4-04438d21ba12","672faf03-e4c8-4d75-becb-d3503aabd2e1","10/16/2023 4:32:17 PM"
"bd6da834-6206-43f6-8cb4-04438d21ba12","ae1b566d-2ce2-40ea-b1a6-40a5113cbe0f","5/25/2021 11:00:01 AM"
"bd6da834-6206-43f6-8cb4-04438d21ba12","b90805e4-0291-43b0-b31e-5ab7457c9f8a","5/25/2021 11:00:18 AM"
"bd6da834-6206-43f6-8cb4-04438d21ba12","b8c3e562-ebd0-46b3-b51a-d4b679ff82c3","5/22/2022 10:57:21 AM"
"bd6da834-6206-43f6-8cb4-04438d21ba12","0ce40b36-bb82-458b-b83f-22018a7bda77","8/4/2021 2:13:30 PM"
"4b626e98-b338-4f35-96f0-046057c5abe9","7785a0ec-d62c-40db-b81e-6ba8335f505b","5/3/2024 6:58:46 AM"
"4b626e98-b338-4f35-96f0-046057c5abe9","8ade8561-2417-4320-b307-99a9745f1f10","9/15/2022 3:17:21 PM"
"4b626e98-b338-4f35-96f0-046057c5abe9","37307eb9-cb76-4584-a581-e67667dbe490","4/20/2022 9:49:54 PM"
